measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2000,38.66713692488,60.51678480084,16.41250097325
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2001,561.7973115298275,866.0126251856142,240.21020955743057
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2001,0.0525190153727624,0.0805369417863575,0.0223040991462037
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2001,36.227248753190004,55.844437401410005,15.489848093069998
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2002,533.3530444239151,835.92456018228,223.04166198747436
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2002,0.0492123085073831,0.075171824052958,0.0201696111571034
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2002,33.90639795672,53.14151872884,14.179237245080001
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2003,509.087887723836,777.3328794056492,206.91089783248552
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2003,0.0465878060956343,0.0712794907363835,0.0189912340136536
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2003,31.91892214703,48.73741500906,12.97295221227
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2004,485.0935957689899,749.2980700453152,193.43410102651305
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2004,0.0441314168588542,0.0670775624811668,0.01721551459224
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2004,30.00649814602,46.34942894677,11.965278545110001
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2005,458.069578041614,723.8183797132594,186.19724589305943
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2005,0.0412580656244369,0.0642177924273242,0.0164198493490609
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2005,27.95820453799,44.17814078573,11.36451957221
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2006,445.15961321823454,693.0564993138496,178.12938194835868
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2006,0.0395510983442868,0.0605111071365281,0.015581521696702
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2006,26.80804259591,41.73668860178,10.72716373422
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2007,424.9646494377129,653.7441077325284,168.0475742598779
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2007,0.0373589000746966,0.0566067192462341,0.0146945350360623
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2007,25.24893329584,38.84168104459,9.98441164137
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2008,403.7372896156624,620.3851366403294,152.65541688782997
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2008,0.0351975909160776,0.0537591291527299,0.0139620154326717
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2008,23.662424463889998,36.35982311232,8.94690028397
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2009,381.0589656341472,580.5575476679916,149.32463075041358
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2009,0.0329237774889177,0.0497518045346032,0.0126710545478076
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2009,22.025008647619998,33.555922208919995,8.63088545393
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2010,358.8399354250588,552.8279455083343,133.1240303724907
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2010,0.0308197916627119,0.0468645114773425,0.0119675411569981
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2010,20.447393751750003,31.50120586604,7.58566479961
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2011,334.2191199098474,522.1091772521072,127.4560989704993
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2011,0.0286397994678025,0.0436096365686424,0.010982890892236
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2011,18.764922097579998,29.314115961450003,7.1560949855
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2012,319.20764458472263,490.23955872286587,119.74035419447615
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2012,0.0271344719373347,0.0417193021019858,0.0097451527240663
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2012,17.65300644234,27.111512632120004,6.62195056999
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2013,307.1766539345685,487.5689923368294,110.36499679802472
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,2,Percent,2013,0.025767367572112,0.0396563806454195,0.0090886966456214
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,3,Rate,2013,16.72864092929,26.5526904359,6.01040599586
1,Deaths,4715,Bengkulu,3,Both,22,All ages,294,All causes,83,Unsafe water source,1,Number,2014,293.5970803743712,456.96221702080345,106.9653051638072
